Counter	Image	class label	Myr	Viewpoint	Delta PA	v_asym	s_asym	resids	lambda_r	epsilon	A	A_2	deltapos	deltapos2
35	fg3_m15	1	1.76	0	0.27	0.04	0.05	8.47	0.6	0.2	1.94	3.85	0.0	0.48
36	fg3_m15	1	1.76	1	2.89	0.05	0.05	13.68	0.83	0.78	1.65	1.95	0.3	0.48
37	fg3_m15	1	1.76	2	0.44	0.03	0.05	9.8	0.75	0.66	2.09	3.02	0.3	0.64
38	fg3_m15	1	1.76	3	7.61	0.03	0.04	10.54	0.71	0.32	11.45	14.53	0.0	0.48
39	fg3_m15	1	1.76	4	16.89	0.03	0.04	8.39	0.59	0.14	1.87	3.42	0.3	0.77
40	fg3_m15	1	1.76	5	3.66	0.02	0.03	6.5	0.74	0.49	2.31	6.17	0.0	0.48
41	fg3_m15	1	1.76	6	2.72	0.03	0.04	10.67	0.8	0.79	6.16	6.51	0.3	0.77
42	fg3_m15	1	2.05	0	4.79	0.03	0.05	8.69	0.59	0.18	2.39	4.97	0.3	0.48
43	fg3_m15	1	2.05	1	0.59	0.05	0.07	11.08	0.8	0.77	1.37	3.12	0.3	0.48
44	fg3_m15	1	2.05	2	1.96	0.03	0.05	10.01	0.79	0.66	2.87	3.72	0.0	0.48
45	fg3_m15	1	2.05	3	3.92	0.03	0.04	10.62	0.7	0.3	3.25	5.7	0.3	0.48
46	fg3_m15	1	2.05	4	9.28	0.04	0.04	8.0	0.58	0.15	1.3	2.13	0.3	0.48
47	fg3_m15	1	2.05	5	3.55	0.03	0.04	10.79	0.73	0.52	16.14	30.62	0.3	0.77
48	fg3_m15	1	2.05	6	4.74	0.08	0.08	14.52	0.8	0.79	10.33	5.13	0.3	0.48
49	fg3_m15	1	2.35	0	7.95	0.03	0.04	8.18	0.59	0.17	4.72	6.74	0.43	0.48
50	fg3_m15	1	2.35	1	2.57	0.03	0.05	10.24	0.84	0.77	4.48	5.86	0.3	0.21
51	fg3_m15	1	2.35	2	2.09	0.02	0.04	14.04	0.8	0.65	1.22	2.52	0.3	0.48
52	fg3_m15	1	2.35	3	3.61	0.03	0.05	10.6	0.7	0.29	2.36	4.01	0.0	0.48
53	fg3_m15	1	2.35	4	6.3	0.03	0.04	8.89	0.5	0.16	3.08	4.36	0.3	0.48
54	fg3_m15	1	2.35	5	2.63	0.03	0.04	12.72	0.78	0.54	2.7	3.94	0.0	0.21
55	fg3_m15	1	2.35	6	3.71	0.03	0.05	12.62	0.8	0.78	3.4	4.37	0.0	0.77
56	fg3_m15	1	2.64	0	1.59	0.05	0.07	11.78	0.52	0.11	6.22	10.37	0.43	0.48
57	fg3_m15	1	2.64	1	1.26	0.04	0.06	16.29	0.72	0.61	15.42	28.16	0.3	0.88
58	fg3_m15	1	2.64	2	14.78	0.03	0.07	17.03	0.73	0.59	8.23	5.7	0.43	0.77
59	fg3_m15	1	2.64	3	6.13	0.04	0.07	20.33	0.69	0.51	4.75	8.66	2.5	0.48
60	fg3_m15	1	2.64	4	69.31	0.05	0.05	8.87	0.51	0.23	15.32	31.45	0.3	0.77
61	fg3_m15	1	2.64	5	9.76	0.07	0.08	24.06	0.73	0.65	8.4	17.86	0.61	0.48
62	fg3_m15	1	2.64	6	0.55	0.04	0.04	12.39	0.76	0.71	10.23	7.24	0.68	0.48
63	fg3_m15	1	2.93	0	0.41	0.04	0.06	10.4	0.61	0.21	7.98	15.17	0.0	0.48
64	fg3_m15	1	2.93	1	0.18	0.05	0.05	24.02	0.71	0.62	20.5	30.61	0.3	1.07
65	fg3_m15	1	2.93	2	0.54	0.03	0.03	15.85	0.69	0.55	6.64	11.71	0.43	0.21
66	fg3_m15	1	2.93	3	1.73	0.04	0.04	12.19	0.6	0.33	2.2	3.55	0.3	0.48
67	fg3_m15	1	2.93	4	14.46	0.05	0.03	7.96	0.38	0.07	4.48	4.79	0.0	0.48
68	fg3_m15	1	2.93	5	0.3	0.02	0.03	7.98	0.74	0.65	1.71	3.12	0.43	0.77
69	fg3_m15	1	2.93	6	1.73	0.03	0.04	11.12	0.74	0.77	5.05	3.72	0.43	0.77
70	fg3_m15	1	3.13	0	3.47	0.04	0.05	12.16	0.54	0.2	12.92	19.45	0.3	0.64
71	fg3_m15	1	3.13	1	2.5	0.02	0.03	8.32	0.71	0.61	15.28	17.42	0.3	0.21
72	fg3_m15	1	3.13	2	3.13	0.03	0.05	11.46	0.65	0.52	12.77	13.63	0.61	0.48
73	fg3_m15	1	3.13	3	2.9	0.03	0.04	10.03	0.65	0.36	10.82	16.14	0.3	0.48
74	fg3_m15	1	3.13	4	11.95	0.04	0.04	7.38	0.43	0.05	5.68	6.53	0.43	0.48
75	fg3_m15	1	3.13	5	0.98	0.02	0.04	11.67	0.73	0.63	13.62	16.39	3.46	0.48
76	fg3_m15	1	3.13	6	0.35	0.04	0.04	12.22	0.83	0.8	4.48	2.74	0.3	0.48
77	fg3_m15	1	3.32	0	1.81	0.04	0.04	10.7	0.52	0.2	15.96	35.1	0.3	0.77
78	fg3_m15	1	3.32	1	1.83	0.03	0.03	12.19	0.69	0.66	14.77	17.0	0.43	0.48
79	fg3_m15	1	3.32	2	0.38	0.04	0.06	17.41	0.65	0.56	13.93	23.04	0.43	0.64
80	fg3_m15	1	3.32	3	3.53	0.03	0.04	10.34	0.62	0.32	3.13	4.95	0.3	0.48
81	fg3_m15	1	3.32	4	9.3	0.04	0.03	6.74	0.39	0.09	5.6	10.39	0.0	0.48
82	fg3_m15	1	3.32	5	0.52	0.06	0.07	19.83	0.61	0.63	5.65	8.41	0.96	0.64
83	fg3_m15	1	3.32	6	1.35	0.02	0.03	10.75	0.71	0.76	6.58	5.42	0.3	0.64
84	fg3_m15	1	3.52	0	4.31	0.04	0.04	10.5	0.49	0.23	9.85	24.47	0.0	0.77
85	fg3_m15	1	3.52	1	0.62	0.05	0.04	12.09	0.68	0.63	17.88	22.97	0.0	0.48
86	fg3_m15	1	3.52	2	1.89	0.04	0.04	16.92	0.6	0.48	10.57	16.71	0.43	0.21
87	fg3_m15	1	3.52	3	4.63	0.05	0.04	11.34	0.6	0.36	10.95	19.46	0.3	1.07
88	fg3_m15	1	3.52	4	26.69	0.05	0.03	6.91	0.38	0.11	8.88	12.89	0.3	0.64
89	fg3_m15	1	3.52	5	1.66	0.03	0.03	10.06	0.61	0.59	10.85	15.06	0.0	0.48
90	fg3_m15	1	3.52	6	1.36	0.04	0.04	11.54	0.69	0.75	2.96	2.31	0.3	0.88
91	fg3_m15	1	3.72	0	0.17	0.03	0.03	9.29	0.51	0.21	4.81	11.05	0.3	0.64
92	fg3_m15	1	3.72	1	0.19	0.05	0.05	13.18	0.68	0.62	17.35	30.52	0.3	0.77
93	fg3_m15	1	3.72	2	1.09	0.03	0.03	9.29	0.59	0.49	13.33	26.07	0.43	0.21
94	fg3_m15	1	3.72	3	2.65	0.04	0.03	10.93	0.57	0.34	11.08	15.21	0.3	0.64
95	fg3_m15	1	3.72	4	14.6	0.06	0.03	7.67	0.32	0.1	7.36	6.9	0.3	0.48
96	fg3_m15	1	3.72	5	0.06	0.03	0.03	8.14	0.68	0.63	14.38	14.66	0.0	0.48
97	fg3_m15	1	3.72	6	1.1	0.03	0.03	11.39	0.68	0.74	3.49	2.69	0.3	0.88
98	fg3_m15	1	3.91	0	13.1	0.06	0.05	14.13	0.45	0.16	12.73	18.58	0.0	0.77
99	fg3_m15	1	3.91	1	0.48	0.03	0.03	12.12	0.64	0.6	16.51	26.5	0.61	0.48
100	fg3_m15	1	3.91	2	1.48	0.03	0.03	10.85	0.61	0.53	9.4	16.09	0.3	0.48
101	fg3_m15	1	3.91	3	1.45	0.03	0.03	10.33	0.59	0.36	10.52	14.14	0.43	0.64
102	fg3_m15	1	3.91	4	10.44	0.04	0.04	8.88	0.34	0.08	16.59	14.51	0.0	0.48
103	fg3_m15	1	3.91	5	1.37	0.02	0.02	8.38	0.63	0.62	1.43	2.92	0.3	0.48
104	fg3_m15	1	3.91	6	0.24	0.03	0.04	7.92	0.72	0.73	3.36	3.28	0.0	0.21
105	fg3_m15	1	4.11	0	7.76	0.03	0.03	11.53	0.46	0.13	8.48	11.72	0.3	0.64
106	fg3_m15	1	4.11	1	1.85	0.03	0.04	12.87	0.64	0.6	10.45	22.66	0.0	0.48
107	fg3_m15	1	4.11	2	0.75	0.03	0.03	10.54	0.62	0.56	9.54	13.06	0.43	0.48
108	fg3_m15	1	4.11	3	5.58	0.03	0.03	10.33	0.59	0.36	1.73	4.31	0.3	0.48
109	fg3_m15	1	4.11	4	19.9	0.03	0.03	8.48	0.35	0.08	3.9	3.82	0.0	0.48
110	fg3_m15	1	4.11	5	1.04	0.05	0.03	10.64	0.63	0.63	5.37	6.99	0.3	0.77
111	fg3_m15	1	4.11	6	3.12	0.04	0.04	9.82	0.68	0.72	16.68	13.35	0.43	0.64
112	fg3_m15	1	4.29	0	4.98	0.03	0.03	9.23	0.52	0.18	5.93	21.85	0.3	0.48
113	fg3_m15	1	4.29	1	1.8	0.02	0.03	12.68	0.65	0.61	11.86	14.84	0.3	0.48
114	fg3_m15	1	4.29	2	2.3	0.03	0.04	14.82	0.63	0.51	9.92	4.8	0.3	0.21
115	fg3_m15	1	4.29	3	2.72	0.03	0.03	9.74	0.6	0.38	11.04	17.91	0.43	0.77
116	fg3_m15	1	4.29	4	18.56	0.05	0.03	7.3	0.34	0.05	8.8	10.58	0.0	0.21
117	fg3_m15	1	4.29	5	1.14	0.02	0.02	7.86	0.63	0.59	1.02	3.1	0.3	0.48
118	fg3_m15	1	4.29	6	1.21	0.04	0.04	9.57	0.68	0.74	1.32	1.05	0.3	0.48
119	fg3_m15	1	4.49	0	0.93	0.04	0.03	10.95	0.46	0.17	3.28	6.29	0.43	0.64
120	fg3_m15	1	4.49	1	0.29	0.02	0.03	12.06	0.65	0.61	7.07	5.64	0.0	0.48
121	fg3_m15	1	4.49	2	0.12	0.03	0.03	15.6	0.63	0.51	10.49	23.39	0.43	0.21
122	fg3_m15	1	4.49	3	0.36	0.03	0.03	9.98	0.6	0.37	1.18	3.53	0.3	0.48
123	fg3_m15	1	4.49	4	2.27	0.04	0.03	9.45	0.35	0.06	6.53	6.69	0.3	0.48
124	fg3_m15	1	4.49	5	0.95	0.03	0.03	8.82	0.64	0.63	6.24	9.67	0.0	0.48
125	fg3_m15	1	4.49	6	1.88	0.04	0.04	9.36	0.69	0.72	2.62	2.19	0.3	0.48
126	fg3_m15	1	4.68	0	5.19	0.04	0.04	12.4	0.46	0.16	10.19	14.54	0.43	0.88
127	fg3_m15	1	4.68	1	0.26	0.03	0.03	13.04	0.65	0.59	8.5	11.61	0.3	0.48
128	fg3_m15	1	4.68	2	0.11	0.03	0.03	15.39	0.64	0.51	12.8	21.13	0.43	0.21
129	fg3_m15	1	4.68	3	0.23	0.03	0.03	10.44	0.61	0.4	10.86	16.69	0.3	0.48
130	fg3_m15	1	4.68	4	7.1	0.05	0.03	8.62	0.33	0.03	6.17	5.61	0.3	0.48
131	fg3_m15	1	4.68	5	1.44	0.03	0.02	8.86	0.64	0.62	16.5	29.09	0.0	0.48
132	fg3_m15	1	4.68	6	1.0	0.02	0.03	11.63	0.62	0.73	16.2	13.65	0.3	0.48
133	fg3_m15	1	4.88	0	1.3	0.04	0.04	12.27	0.46	0.19	10.03	16.47	0.3	0.77
134	fg3_m15	1	4.88	1	0.21	0.03	0.03	12.35	0.65	0.62	16.06	24.69	0.0	0.48
135	fg3_m15	1	4.88	2	0.16	0.03	0.04	15.27	0.63	0.48	11.39	22.16	0.3	0.21
136	fg3_m15	1	4.88	3	1.13	0.04	0.04	9.99	0.6	0.37	11.03	18.41	0.3	0.48
137	fg3_m15	1	4.88	4	10.6	0.06	0.04	9.19	0.32	0.06	18.58	13.87	0.0	0.77
138	fg3_m15	1	4.88	5	0.11	0.03	0.03	9.18	0.64	0.64	1.16	1.6	0.0	0.48
139	fg3_m15	1	4.88	6	1.3	0.03	0.03	10.5	0.69	0.72	11.65	0.38	0.43	0.77
0	fg3_m10_iso1_rotated	0	0.05	0	0.09	0.02	0.05	11.18	0.7	0.28	4.98	16.47	0.43	0.48
1	fg3_m10_iso1_rotated	0	0.05	1	1.13	0.02	0.05	11.25	0.8	0.49	4.11	22.15	0.3	0.64
2	fg3_m10_iso1_rotated	0	0.05	2	1.59	0.03	0.05	11.33	0.81	0.51	10.7	24.9	0.3	0.48
3	fg3_m10_iso1_rotated	0	0.05	3	2.03	0.02	0.04	11.0	0.8	0.5	8.63	24.89	0.0	0.48
4	fg3_m10_iso1_rotated	0	0.05	4	37.8	0.08	0.07	7.59	0.28	0.01	10.25	15.11	0.43	1.16
5	fg3_m10_iso1_rotated	0	0.05	5	0.61	0.08	0.05	7.92	0.3	0.03	11.09	15.78	0.0	0.48
6	fg3_m10_iso1_rotated	0	0.05	6	66.92	0.1	0.08	9.2	0.28	0.02	15.02	24.22	0.43	0.64
7	fg3_m10_iso1_rotated	0	0.29	0	2.78	0.04	0.06	10.95	0.76	0.28	10.08	52.93	0.3	0.77
8	fg3_m10_iso1_rotated	0	0.29	1	1.79	0.02	0.04	10.86	0.81	0.5	6.29	21.84	0.0	0.48
9	fg3_m10_iso1_rotated	0	0.29	2	12.93	0.04	0.07	22.79	0.82	0.5	1.34	7.3	0.3	0.21
10	fg3_m10_iso1_rotated	0	0.29	3	8.6	0.04	0.05	18.26	0.82	0.51	3.02	15.46	0.0	0.48
11	fg3_m10_iso1_rotated	0	0.29	6	6.43	0.06	0.07	7.6	0.32	0.03	7.41	17.53	0.0	0.48
12	fg3_m10_iso1_rotated	0	0.59	0	2.34	0.03	0.05	11.24	0.72	0.29	6.04	17.52	0.0	1.07
13	fg3_m10_iso1_rotated	0	0.59	1	1.33	0.02	0.05	10.64	0.82	0.5	2.0	9.67	0.0	0.48
14	fg3_m10_iso1_rotated	0	0.59	2	0.17	0.02	0.04	11.05	0.82	0.5	4.72	23.5	0.3	0.48
15	fg3_m10_iso1_rotated	0	0.59	3	2.6	0.04	0.06	14.81	0.82	0.51	2.9	15.73	0.43	1.07
16	fg3_m10_iso1_rotated	0	0.59	4	13.27	0.08	0.05	6.76	0.32	0.02	23.55	23.32	0.0	0.77
17	fg3_m10_iso1_rotated	0	0.59	5	14.91	0.07	0.05	6.64	0.33	0.02	15.28	30.07	0.0	0.77
18	fg3_m10_iso1_rotated	0	0.59	6	11.43	0.07	0.04	6.5	0.34	0.02	4.93	13.15	0.3	0.77
19	fg3_m10_iso1_rotated	0	0.88	0	1.64	0.03	0.05	11.07	0.73	0.3	6.21	15.22	0.3	0.64
20	fg3_m10_iso1_rotated	0	0.88	1	9.4	0.03	0.04	16.07	0.82	0.5	1.25	7.1	0.3	0.48
21	fg3_m10_iso1_rotated	0	0.88	2	0.44	0.02	0.05	11.16	0.82	0.49	2.18	11.81	0.3	0.48
22	fg3_m10_iso1_rotated	0	0.88	3	9.8	0.05	0.07	18.82	0.82	0.51	9.22	35.04	0.43	0.77
23	fg3_m10_iso1_rotated	0	0.88	4	8.51	0.06	0.05	5.98	0.32	0.03	8.82	11.73	0.43	0.48
24	fg3_m10_iso1_rotated	0	0.88	5	23.84	0.06	0.05	6.36	0.34	0.03	6.75	16.73	0.43	0.88
25	fg3_m10_iso1_rotated	0	0.88	6	54.18	0.08	0.05	6.41	0.34	0.01	19.1	28.53	0.0	0.77
26	fg3_m10_iso1_rotated	0	0.98	0	2.38	0.02	0.04	11.33	0.74	0.28	3.41	14.33	0.43	0.48
27	fg3_m10_iso1_rotated	0	0.98	1	0.79	0.02	0.04	7.34	0.82	0.49	2.59	15.52	0.43	0.64
28	fg3_m10_iso1_rotated	0	0.98	2	0.82	0.02	0.04	10.66	0.82	0.51	9.41	22.21	0.43	0.21
29	fg3_m10_iso1_rotated	0	0.98	4	16.05	0.06	0.04	6.13	0.32	0.03	8.36	11.34	0.0	0.48
30	fg3_m10_iso1_rotated	0	0.98	5	14.12	0.07	0.05	6.05	0.33	0.03	11.41	19.04	0.3	0.88
31	fg3_m10_iso1_rotated	0	0.98	6	15.55	0.06	0.07	9.05	0.34	0.01	6.27	7.1	0.43	1.16
32	fg3_m10_iso1_rotated	0	1.17	0	2.24	0.02	0.04	10.44	0.74	0.31	3.59	13.16	0.3	0.48
33	fg3_m10_iso1_rotated	0	1.17	1	0.03	0.05	0.07	15.66	0.81	0.51	11.14	29.03	0.61	0.48
34	fg3_m10_iso1_rotated	0	1.17	2	1.33	0.02	0.04	10.86	0.82	0.51	3.76	17.72	0.0	0.48
35	fg3_m10_iso1_rotated	0	1.17	3	8.4	0.04	0.05	18.85	0.82	0.49	9.95	43.14	0.0	0.48
36	fg3_m10_iso1_rotated	0	1.17	4	40.9	0.09	0.08	8.19	0.32	0.06	12.81	26.77	0.0	0.77
37	fg3_m10_iso1_rotated	0	1.17	5	25.33	0.07	0.04	6.28	0.33	0.05	13.97	26.63	0.0	0.64
38	fg3_m10_iso1_rotated	0	1.17	6	79.78	0.07	0.05	6.65	0.35	0.03	6.65	21.86	0.0	0.77
39	fg3_m10_iso1_rotated	0	1.47	0	2.18	0.03	0.04	9.82	0.78	0.32	5.61	23.74	0.3	0.77
40	fg3_m10_iso1_rotated	0	1.47	1	0.48	0.03	0.05	11.31	0.82	0.51	9.34	35.22	0.3	0.48
41	fg3_m10_iso1_rotated	0	1.47	2	1.39	0.03	0.04	11.1	0.82	0.5	2.93	14.73	0.3	0.48
42	fg3_m10_iso1_rotated	0	1.47	4	4.3	0.08	0.06	6.8	0.31	0.05	23.03	43.12	0.3	0.21
43	fg3_m10_iso1_rotated	0	1.47	5	38.33	0.07	0.05	7.75	0.35	0.04	11.2	29.27	0.0	0.88
44	fg3_m10_iso1_rotated	0	1.47	6	44.12	0.07	0.05	6.5	0.35	0.04	9.95	24.97	0.3	1.07
45	fg3_m10_iso1_rotated	0	1.76	0	5.48	0.03	0.05	10.82	0.71	0.28	5.7	17.58	0.3	0.77
46	fg3_m10_iso1_rotated	0	1.76	1	2.38	0.02	0.04	7.19	0.81	0.48	0.77	3.7	0.43	0.48
47	fg3_m10_iso1_rotated	0	1.76	2	0.85	0.02	0.04	11.31	0.81	0.49	2.59	12.21	0.3	0.21
48	fg3_m10_iso1_rotated	0	1.76	3	0.13	0.02	0.04	10.62	0.82	0.53	3.14	12.07	0.0	0.48
49	fg3_m10_iso1_rotated	0	1.76	4	67.17	0.07	0.06	5.83	0.29	0.04	6.99	16.9	0.0	0.77
50	fg3_m10_iso1_rotated	0	1.76	5	59.58	0.07	0.04	5.73	0.33	0.04	3.87	9.21	0.0	0.64
51	fg3_m10_iso1_rotated	0	1.76	6	13.85	0.08	0.07	7.24	0.33	0.07	15.78	28.57	0.3	1.07
52	fg3_m10_iso1_rotated	0	1.96	0	1.42	0.02	0.04	10.38	0.72	0.3	4.55	11.45	0.43	0.48
53	fg3_m10_iso1_rotated	0	1.96	1	4.6	0.02	0.04	12.4	0.81	0.5	14.5	31.72	0.43	0.64
54	fg3_m10_iso1_rotated	0	1.96	2	0.62	0.02	0.05	10.84	0.81	0.5	5.78	25.45	0.3	0.48
55	fg3_m10_iso1_rotated	0	1.96	3	25.7	0.06	0.08	26.43	0.82	0.51	9.13	5.82	0.3	0.48
56	fg3_m10_iso1_rotated	0	1.96	4	2.67	0.07	0.05	7.67	0.3	0.03	15.12	30.67	0.0	0.64
57	fg3_m10_iso1_rotated	0	1.96	5	43.56	0.06	0.05	6.03	0.33	0.01	15.83	28.16	0.0	0.77
58	fg3_m10_iso1_rotated	0	1.96	6	18.54	0.06	0.05	6.33	0.33	0.03	6.79	16.88	0.3	0.48
